excel_row,route_name,normalized_address
303,Воронеж 3,"394091, Воронежская область, город Воронеж, Осенняя улица, 8А"
304,Воронеж 3,"Воронежская область, город Воронеж, проспект Патриотов, 43Г"
305,Воронеж 3,"394051, Воронежская область, город Воронеж, улица Героев Сибиряков, 23, IV"
306,Воронеж 3,"394038, Воронежская область, город Воронеж, улица Домостроителей, 1"
307,Воронеж 3,"394038, Воронежская область, город Воронеж, улица Дорожная, 15"
308,Воронеж 3,"394062, Воронежская область, город Воронеж, улица Героев Сибиряков, 12а"
309,Воронеж 3,"394088, Воронежская область, город Воронеж, улица Хользунова, 122"
310,Воронеж 3,"394088, Воронежская область, город Воронеж, улица Владимира Невского, 1А/1"
311,Воронеж 3,"Воронежская область, город Воронеж, улица Владимира Невского, 1А/2"
312,Воронеж 3,"394065, Воронежская область, город Воронеж, улица Солнечная, 10/6"
313,Воронеж 3,"394026, Воронежская область, город Воронеж, улица Солнечная, 10б"
314,Воронеж 3,"394026, Воронежская область, город Воронеж, проспект Труда, 48"
315,Воронеж 3,"394026, Воронежская область, город Воронеж, проспект Труда, 48Г"
316,Воронеж 3,"394045, Воронежская область, город Воронеж, улица Урицкого, 34"
