excel_row,route_name,normalized_address
3,курск обл.,"305044, Курская область, город Курск, Рабочая 2-я улица, 23"
4,курск обл.,"305022, Курская область, город Курск, Агрегатная 2-я улица, 5А"
5,курск обл.,"305021, Курская область, город Курск, Институтская улица, 50"
7,курск обл.,"306704, Курская область, Касторенский район, рабочий поселок Касторное, Буденного улица, 7"
8,курск обл.,"306712, Курская область, Касторенский район, село Успенка"
