excel_row,route_name,normalized_address
279,"Верхнемамонский район, Воронежская обл.","396472, Воронежская область, Верхнемамонский район, село Нижний Мамон, улица 40 лет Победы, 70"
281,"Верхнемамонский район, Воронежская обл.","396420, Воронежская область, Павловский район, город Павловск, Транспортная улица, 3"
