excel_row,route_name,input,found,type,description,lat,lon,error
3,"Рамонский район, Воронежская обл.","Автодорога Москва-Воронеж 492 километр, 4  ​Воронеж​ 396002","автодорога Москва-Воронеж 492 километр, 4",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.846229,39.215358,
4,"Рамонский район, Воронежская обл.","396002, Воронежская область, Рамонский район, село Айдарово, Промышленная зона 2 тер, 9","Промышленная зона, 2",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.80033,39.199911,
