excel_row,route_name,input,found,type,description,lat,lon,error
6,"Эртильский район, Воронежская обл.","396110, Воронежская область, Верхнехавский район, село Верхняя Хава, Ленина улица, 46А","улица Ленина, 46а",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.8399,39.940141,
7,"Эртильский район, Воронежская обл.","397482, Воронежская область, Таловский район, рабочий поселок Таловая",Таловая,locality,"<span class=""accuracy-tag tag-locality"">🏘️ Населенный пункт — средняя точность</span>",51.110405,40.723214,
8,"Эртильский район, Воронежская обл.","Ленинский проспект, 1д Левобережный район, Воронеж, 394029","Левый берег, торгово-развлекательный центр",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.633419,39.230678,
9,"Эртильский район, Воронежская обл.","396140, Воронежская область, рабочий поселок Панино, Первомайская улица, 21","Первомайская улица, 21",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",51.654759,40.137389,
