excel_row,route_name,input,found,type,description,lat,lon,error
213,"Лискинский район, Воронежская обл.","Воронежская область, Лискинский район, город Лиски, Привокзальная улица, 14а","Лиски, железнодорожный вокзал",building,🏠 Здание — высокая точность,50.97925,39.508468,
214,"Лискинский район, Воронежская обл.","397903, Воронежская область, Лискинский район, город Лиски, улица Калинина, 6","улица Калинина, 6",building,🏠 Здание — высокая точность,50.975481,39.52143,
215,"Лискинский район, Воронежская обл.","397907, Воронежская область, Лискинский район, город Лиски, улица Василия Буракова, 2Б","улица Василия Буракова, 2Б",building,🏠 Здание — высокая точность,50.976983,39.550441,
216,"Лискинский район, Воронежская обл.","397903, Воронежская область, Лискинский район, город Лиски, Фестивальная улица, 20","улица Фестивальная, 20",building,🏠 Здание — высокая точность,50.984,39.546786,
217,"Лискинский район, Воронежская обл.","397840, Воронежская область, Острогожский район, поселок Луки",Луки,adm_div,adm_div,50.942278,39.241535,
218,"Лискинский район, Воронежская обл.","Белгородская область, город Алексеевка, улица Чапаева, 213б","улица Чапаева, 213Б",building,🏠 Здание — высокая точность,50.62475,38.650072,
219,"Лискинский район, Воронежская обл.","396070, Воронежская область, город Нововоронеж, улица Мира, 8г",улица Мира,street,📍 Улица — средняя точность,51.310573,39.215063,
220,"Лискинский район, Воронежская обл.","396340, Воронежская область, Каширский район, поселок Колодезный, улица Ленина, 21","улица Ленина, 21",building,🏠 Здание — высокая точность,51.35182,39.300585,
