excel_row,route_name,input,found,type,description,lat,lon,error
3,"Новоусманский район, Воронежская обл.","Воронежская область, Новоусманский район, село Новая Усмань, Дорожная улица, 57","улица Дорожная, 57",building,🏠 Здание — высокая точность,51.615475,39.37258,
4,"Новоусманский район, Воронежская обл.","396302, Воронежская область, Новоусманский район, село Новая Усмань, Ростовская улица, 2/2","Ростовская улица, 2/2",building,🏠 Здание — высокая точность,51.612345,39.383533,
5,"Новоусманский район, Воронежская обл.","396302, Воронежская область, Новоусманский район, село Новая Усмань, Ростовская улица, 2/2","Ростовская улица, 2/2",building,🏠 Здание — высокая точность,51.612345,39.383533,
6,"Новоусманский район, Воронежская обл.","396310, Воронежская область, Новоусманский район, село Новая Усмань, Ленина улица, 313","Ленина, 313",building,🏠 Здание — высокая точность,51.649273,39.420666,
7,"Новоусманский район, Воронежская обл.","396335, Воронежская область, Новоусманский район, поселок Отрадное, Набережная улица, 1А","Набережная, 1а",building,🏠 Здание — высокая точность,51.674253,39.347473,
8,"Новоусманский район, Воронежская обл.","396313, Воронежская область, Новоусманский район, село Бабяково, Советская улица, 5","Советская, 5",building,🏠 Здание — высокая точность,51.681293,39.373982,
9,"Новоусманский район, Воронежская обл.","394026, Воронежская область, город Воронеж, Электросигнальная улица, 17","Электросигнальная, 17",building,🏠 Здание — высокая точность,51.687163,39.168861,
10,"Новоусманский район, Воронежская обл.","Ленинский проспект, 1д Левобережный район, Воронеж, 394029","Левый берег, торгово-развлекательный центр",building,🏠 Здание — высокая точность,51.633419,39.230678,
11,"Новоусманский район, Воронежская обл.","394075, Воронежская область, город Воронеж, улица Академика Королева, 4е","Академика Королёва, 4",building,🏠 Здание — высокая точность,51.736033,39.158576,
