excel_row,route_name,input,found,type,description,lat,lon,error
244,"Аннинский район, Воронежская обл.","397482, Воронежская область, Таловский район, рабочий поселок Таловая",Таловая,adm_div,adm_div,51.110405,40.723214,
245,"Аннинский район, Воронежская обл.","396346, Воронежская область, Каширский район, село Боево, Пролетарская улица, 12а","Пролетарская улица, 12а",building,🏠 Здание — высокая точность,51.406721,39.31678,
