excel_row,route_name,input,found,type,description,lat,lon,error
7,Тульская 2 область,"Тульская область, Воловский район, деревня Красавка (Борятинское МО)",Красавка (Турдейское сп),locality,"<span class=""accuracy-tag tag-locality"">🏘️ Населенный пункт — средняя точность</span>",53.357194,38.18927,
8,Тульская 2 область,"Тульская область, Богородицкий район, город Богородицк, улица Волынкина, 40","улица Волынкина, 40",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",53.783793,38.117943,
9,Тульская 2 область,"301813, Тульская область, Богородицкий район, деревня Кобылинка, Донская улица, 1","Донская, 1",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",53.792231,38.010039,
10,Тульская 2 область,"301607, Тульская область, Узловский район, город Узловая, улица Генерала Васильева, 11/1","улица Генерала Васильева, 11/1",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",53.983408,38.182503,
11,Тульская 2 область,"301767, Тульская область, город Донской, Центральный микрорайон, Западная улица, 2","Западная, 2",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",53.966119,38.288696,
12,Тульская 2 область,"Тульская область, Новомосковский район, город Новомосковск, улица Первомайская, 75",Авторынок,exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",54.000449,38.286837,
14,Тульская 2 область,"301666, Тульская область, Новомосковский район, город Новомосковск, Рязанское шоссе, 11А","улица Генерала Белова, 1 / Рязанское шоссе, 11",exact,"<span class=""accuracy-tag tag-exact"">🏠 Здание — высокая точность</span>",54.02787,38.316921,
